LAT,LON,YEAR,MO,DY,Relative Humidity,Temp Range,EarthSkin Temp,Dew Point,Wet Bulb Temp,Max Temp,Min Temp,Temp
6.79661,79.90081,2008,3,8,71.59,5.62,27.47,21.07,21.07,29.28,23.66,26.66
6.79661,79.90081,2008,3,9,81.24,2.72,27.42,22.96,22.96,28.05,25.33,26.43
6.79661,79.90081,2008,3,10,84.88,3.06,27.42,23.57,23.57,27.77,24.71,26.31
6.79661,79.90081,2008,3,11,87.74,1.88,27.06,23.4,23.4,26.57,24.68,25.57
6.79661,79.90081,2008,3,12,84.85,2.31,27.37,23.31,23.31,27.2,24.89,26.05
6.79661,79.90081,2008,3,13,85.06,2.17,27.32,23.59,23.59,27.35,25.17,26.29
6.79661,79.90081,2008,3,14,86.21,1.61,27.4,23.83,23.83,27.18,25.57,26.31
6.79661,79.90081,2008,3,15,87.53,2.28,27.5,23.96,23.96,27.65,25.37,26.19
6.79661,79.90081,2008,3,16,88.32,1.36,27.15,23.77,23.77,26.59,25.22,25.84
6.79661,79.90081,2008,3,17,89.17,2.18,27.06,24.24,24.24,27.34,25.17,26.15
6.79661,79.90081,2008,3,18,88.69,1.63,27.2,24.12,24.12,27.03,25.4,26.12
6.79661,79.90081,2008,3,19,86.63,2.54,27.17,24.04,24.04,27.71,25.17,26.44
6.79661,79.90081,2008,3,20,86.21,2.59,27.35,24.55,24.56,28.48,25.89,27.07
6.79661,79.90081,2008,3,21,83.36,1.79,27.32,24.19,24.19,28.28,26.48,27.25
6.79661,79.90081,2008,3,22,82.4,2.32,27.56,24.08,24.08,28.63,26.31,27.34
6.79661,79.90081,2008,3,23,83.36,2.28,27.77,24.19,24.19,28.49,26.21,27.25
6.79661,79.90081,2008,3,24,82.75,1.58,27.46,23.88,23.88,27.99,26.4,27.05
6.79661,79.90081,2008,3,25,80.28,2.46,27.81,23.62,23.62,28.62,26.16,27.31
6.79661,79.90081,2008,3,26,79.07,1.8,27.64,23.22,23.22,28.14,26.34,27.15
6.79661,79.90081,2008,3,27,80.97,2.89,28.03,23.63,23.63,28.65,25.76,27.17
6.79661,79.90081,2008,3,28,81.55,3.07,28.25,23.82,23.82,28.84,25.77,27.25
6.79661,79.90081,2008,3,29,86.47,1.13,27.5,24.4,24.4,27.44,26.31,26.83
6.79661,79.90081,2008,3,30,84.22,2.03,27.82,24.22,24.22,28.2,26.18,27.1
6.79661,79.90081,2008,3,31,85.03,1.82,27.82,24.24,24.24,27.97,26.15,26.96
6.79661,79.90081,2008,4,1,84.17,2.13,27.9,24.3,24.3,28.42,26.29,27.2
6.79661,79.90081,2008,4,2,82.71,2.08,27.84,24.1,24.1,28.48,26.41,27.29
6.79661,79.90081,2008,4,3,80.68,2.59,28.07,23.84,23.84,28.76,26.17,27.44
6.79661,79.90081,2008,4,4,83.42,1.31,27.5,23.93,23.93,27.62,26.31,26.97
6.79661,79.90081,2008,4,5,79.8,2.88,28.4,23.46,23.46,28.75,25.87,27.25
6.79661,79.90081,2008,4,6,80.37,3.41,28.37,23.28,23.28,28.7,25.3,26.95
6.79661,79.90081,2008,4,7,81.54,2.65,27.85,23.37,23.37,28.08,25.43,26.79
6.79661,79.90081,2008,4,8,83.11,2.18,28.01,23.83,23.83,28.13,25.95,26.93
6.79661,79.90081,2008,4,9,78.16,3.16,28.14,22.8,22.8,28.75,25.59,26.94
6.79661,79.90081,2008,4,10,85.58,1.99,27.94,24.09,24.09,27.87,25.88,26.7
6.79661,79.90081,2008,4,11,86.44,1.5,27.62,24.25,24.25,27.39,25.89,26.69
6.79661,79.90081,2008,4,12,85.41,1.22,27.56,23.54,23.54,26.85,25.63,26.17
6.79661,79.90081,2008,4,13,83.59,2.48,27.97,23.7,23.7,27.9,25.41,26.7
6.79661,79.90081,2008,4,14,82.44,2.39,28.33,24.23,24.23,28.71,26.32,27.47
6.79661,79.90081,2008,4,15,81.62,2,28.33,24.06,24.06,28.62,26.62,27.48
6.79661,79.90081,2008,4,16,81.34,2.38,28.28,23.47,23.47,28.18,25.79,26.93
6.79661,79.90081,2008,4,17,83.7,2.57,28.4,24.13,24.13,28.74,26.16,27.12
6.79661,79.90081,2008,4,18,87.19,1.65,27.98,24.67,24.66,27.92,26.27,26.96
6.79661,79.90081,2008,4,19,83.96,2.1,28.3,24.66,24.66,28.79,26.69,27.6
6.79661,79.90081,2008,4,20,84.78,1.62,27.97,24.79,24.79,28.43,26.81,27.57
6.79661,79.90081,2008,4,21,81.81,2.61,28.42,24.74,24.74,29.53,26.92,28.14
6.79661,79.90081,2008,4,22,82.3,1.91,28.35,24.87,24.87,29.25,27.34,28.16
6.79661,79.90081,2008,4,23,83.21,1.8,28.34,24.88,24.88,29.05,27.25,27.99
6.79661,79.90081,2008,4,24,82.63,2.36,28.15,24.12,24.12,28.63,26.27,27.33
6.79661,79.90081,2008,4,25,83.97,1.7,27.98,23.99,23.99,27.84,26.14,26.91
6.79661,79.90081,2008,4,26,84.88,1.65,28.15,24.18,24.18,27.85,26.2,26.93
6.79661,79.90081,2008,4,27,88.72,1.13,27.76,24.98,24.98,27.62,26.5,26.99
6.79661,79.90081,2008,4,28,86.97,1.41,27.65,24.8,24.8,27.99,26.57,27.15
6.79661,79.90081,2008,4,29,85.59,1.64,27.8,24.82,24.82,28.42,26.79,27.43
6.79661,79.90081,2008,4,30,87.72,1.73,27.75,25.18,25.18,28.31,26.57,27.38
6.79661,79.90081,2008,5,1,87.38,1.49,27.79,25.23,25.23,28.38,26.89,27.51
6.79661,79.90081,2008,5,2,86.56,1.72,27.88,25.11,25.11,28.52,26.8,27.54
6.79661,79.90081,2008,5,3,86.22,1.79,28.07,25.26,25.26,28.73,26.94,27.76
6.79661,79.90081,2008,5,4,88.47,1.29,28.01,25.69,25.69,28.45,27.15,27.76
6.79661,79.90081,2008,5,5,88.41,1.42,27.73,25.39,25.39,28.23,26.81,27.48
6.79661,79.90081,2008,5,6,85.18,1.36,27.42,24.63,24.63,28.13,26.77,27.34
6.79661,79.90081,2008,5,7,82.12,1.63,27.5,23.86,23.86,27.94,26.31,27.16
6.79661,79.90081,2008,5,8,83.79,1.77,27.5,24,24,27.97,26.2,26.97
6.79661,79.90081,2008,5,9,83.85,1.7,27.18,23.94,23.94,27.74,26.05,26.89
6.79661,79.90081,2008,5,10,82.65,1.97,27.54,24.15,24.15,28.36,26.39,27.35
6.79661,79.90081,2008,5,11,83.88,1.72,27.73,24.59,24.59,28.44,26.72,27.55
6.79661,79.90081,2008,5,12,84.84,1.31,27.66,24.87,24.87,28.36,27.05,27.64
6.79661,79.90081,2008,5,13,82.86,1.49,27.73,24.55,24.55,28.61,27.12,27.72
6.79661,79.90081,2008,5,14,83.93,1.75,27.78,24.66,24.66,28.63,26.88,27.61
6.79661,79.90081,2008,5,15,85.74,1.43,27.59,25.03,25.03,28.38,26.95,27.63
6.79661,79.90081,2008,5,16,84.59,1.66,27.75,24.95,24.95,28.74,27.09,27.77
6.79661,79.90081,2008,5,17,84.28,1.75,27.89,24.93,24.93,28.82,27.07,27.82
6.79661,79.90081,2008,5,18,83.53,1.59,27.8,24.95,24.95,28.91,27.32,27.99
6.79661,79.90081,2008,5,19,82.67,1.32,27.62,24.48,24.48,28.44,27.12,27.68
6.79661,79.90081,2008,5,20,83.87,1.8,27.82,24.8,24.8,28.78,26.98,27.76
6.79661,79.90081,2008,5,21,84.53,1.79,27.84,24.71,24.71,28.55,26.76,27.54
6.79661,79.90081,2008,5,22,82.51,2,27.74,24.41,24.41,28.78,26.78,27.64
6.79661,79.90081,2008,5,23,83.71,1.78,27.68,24.42,24.42,28.47,26.7,27.41
6.79661,79.90081,2008,5,24,84.09,1.98,27.63,24.38,24.38,28.36,26.38,27.29
6.79661,79.90081,2008,5,25,82.79,2.31,27.91,24.51,24.51,28.89,26.58,27.69
6.79661,79.90081,2008,5,26,83.51,1.63,27.83,24.53,24.53,28.48,26.86,27.56
6.79661,79.90081,2008,5,27,86.18,1.59,27.94,24.87,24.87,28.3,26.7,27.37
6.79661,79.90081,2008,5,28,85.61,1.56,27.74,24.85,24.85,28.32,26.76,27.47
6.79661,79.90081,2008,5,29,85.05,1.27,27.65,24.66,24.66,28.08,26.81,27.39
6.79661,79.90081,2008,5,30,84.45,1.16,27.61,24.44,24.44,27.91,26.75,27.27
6.79661,79.90081,2008,5,31,82.46,1.31,27.49,24.24,24.24,28.27,26.95,27.48
6.79661,79.90081,2008,6,1,84.67,1.46,27.42,24.56,24.56,28.2,26.73,27.36
6.79661,79.90081,2008,6,2,85.8,1.11,27.29,24.33,24.33,27.49,26.39,26.89
6.79661,79.90081,2008,6,3,88.24,1.02,27.02,24.41,24.41,27.01,25.99,26.5
6.79661,79.90081,2008,6,4,88.73,1.53,27.22,24.7,24.7,27.5,25.97,26.7
6.79661,79.90081,2008,6,5,85.43,2.34,27.4,24.18,24.18,27.91,25.58,26.82
6.79661,79.90081,2008,6,6,84.55,1.68,27.53,24.55,24.55,28.32,26.64,27.38
6.79661,79.90081,2008,6,7,83.6,1.38,27.32,24.25,24.25,27.93,26.55,27.26
6.79661,79.90081,2008,6,8,85.15,1.6,27.41,24.4,24.4,27.95,26.35,27.1
6.79661,79.90081,2008,6,9,85.47,1.39,27.26,23.98,23.98,27.36,25.97,26.61
6.79661,79.90081,2008,6,10,84.16,2.28,27.45,24.01,24.01,27.93,25.65,26.9
6.79661,79.90081,2008,6,11,87.38,1.62,27.47,24.84,24.84,27.98,26.37,27.11
6.79661,79.90081,2008,6,12,87.41,1.69,27.21,24.56,24.56,27.69,26,26.82
6.79661,79.90081,2008,6,13,87.5,1.89,27.52,24.82,24.82,27.94,26.05,27.07
6.79661,79.90081,2008,6,14,82.43,1.81,27.23,23.83,23.83,28.15,26.34,27.09
6.79661,79.90081,2008,6,15,87.92,1.33,27.25,24.66,24.66,27.55,26.22,26.82
6.79661,79.90081,2008,6,16,86.3,1.52,27.33,24.46,24.46,27.73,26.21,26.93
6.79661,79.90081,2008,6,17,85,2.01,27.2,24.37,24.37,28.14,26.13,27.11
6.79661,79.90081,2008,6,18,87.35,1.51,27.4,24.73,24.73,27.86,26.36,27
6.79661,79.90081,2008,6,19,84.17,1.3,27.47,24.18,24.18,27.75,26.45,27.07
6.79661,79.90081,2008,6,20,84.99,1.76,27.69,24.52,24.52,28.18,26.42,27.25
6.79661,79.90081,2008,6,21,87.23,1.28,27.5,24.89,24.89,27.9,26.61,27.19
6.79661,79.90081,2008,6,22,86.15,1.54,27.31,24.58,24.58,27.9,26.35,27.08
6.79661,79.90081,2008,6,23,84.76,1.44,27.18,23.8,23.8,27.22,25.78,26.57
6.79661,79.90081,2008,6,24,84.51,1.83,27.35,24.34,24.34,28.13,26.29,27.17
6.79661,79.90081,2008,6,25,84.91,1.24,26.85,23.69,23.69,27.1,25.87,26.42
6.79661,79.90081,2008,6,26,83.56,1.73,27.13,24.09,24.09,28.01,26.29,27.11
6.79661,79.90081,2008,6,27,84.79,1.85,27.3,24.36,24.36,28.19,26.33,27.13
6.79661,79.90081,2008,6,28,83.54,1.88,27.23,24.06,24.06,28.14,26.26,27.07
6.79661,79.90081,2008,6,29,84.08,1.94,27.31,24.14,24.14,28.09,26.15,27.05
6.79661,79.90081,2008,6,30,85.58,1.65,27.28,24.34,24.34,27.84,26.19,26.95
6.79661,79.90081,2008,7,1,84.94,1.38,26.99,23.79,23.79,27.22,25.83,26.52
6.79661,79.90081,2008,7,2,81.28,2.92,27.27,23.34,23.34,28.33,25.41,26.83
6.79661,79.90081,2008,7,3,87.96,1.93,27.33,24.93,24.93,28.17,26.24,27.09
6.79661,79.90081,2008,7,4,85.73,1.56,27,24.57,24.57,28.02,26.46,27.16
6.79661,79.90081,2008,7,5,87.06,1.53,27.24,24.7,24.7,27.9,26.37,27.03
6.79661,79.90081,2008,7,6,86.64,1.79,27.29,24.61,24.61,28.04,26.25,27.02
6.79661,79.90081,2008,7,7,86.68,1.49,27.29,24.7,24.7,27.86,26.37,27.1
6.79661,79.90081,2008,7,8,83.36,1.38,27.13,24.25,24.25,28.01,26.64,27.31
6.79661,79.90081,2008,7,9,86.16,1.18,27.18,24.69,24.69,27.89,26.71,27.19
6.79661,79.90081,2008,7,10,86.32,1.77,27.44,24.66,24.66,28.13,26.36,27.14
6.79661,79.90081,2008,7,11,83.32,1.59,27.02,23.83,23.83,27.73,26.13,26.89
6.79661,79.90081,2008,7,12,80.78,1.99,27.01,23.43,23.43,28.11,26.12,27.01
6.79661,79.90081,2008,7,13,85.07,1.76,27.13,24.19,24.19,27.91,26.15,26.9
6.79661,79.90081,2008,7,14,86.49,1.76,27.16,24.47,24.47,27.9,26.14,26.9
6.79661,79.90081,2008,7,15,85.61,1.36,26.73,23.96,23.96,27.39,26.04,26.56
6.79661,79.90081,2008,7,16,84.46,1.13,26.42,23.41,23.41,26.93,25.8,26.23
6.79661,79.90081,2008,7,17,84.76,1.81,26.85,23.95,23.95,27.72,25.9,26.72
6.79661,79.90081,2008,7,18,87.02,1.47,26.59,24.22,24.22,27.37,25.89,26.54
6.79661,79.90081,2008,7,19,85.38,1.76,26.32,23.71,23.71,27.36,25.61,26.35
6.79661,79.90081,2008,7,20,88.27,1.48,26.35,24.19,24.2,27.19,25.72,26.28
6.79661,79.90081,2008,7,21,87.31,1.25,26.17,23.82,23.82,26.87,25.62,26.08
6.79661,79.90081,2008,7,22,87.17,1.44,26.19,23.78,23.77,26.91,25.48,26.06
6.79661,79.90081,2008,7,23,88.06,1.22,26.12,23.93,23.93,26.77,25.55,26.05
6.79661,79.90081,2008,7,24,88.13,1.41,26.15,23.87,23.87,26.79,25.37,25.97
6.79661,79.90081,2008,7,25,89.36,1.19,25.87,23.93,23.93,26.54,25.35,25.8
6.79661,79.90081,2008,7,26,89.68,1.29,25.99,24.02,24.02,26.49,25.2,25.83
6.79661,79.90081,2008,7,27,88.09,1.64,26.07,23.79,23.79,26.86,25.22,25.9
6.79661,79.90081,2008,7,28,88.53,1.7,26.04,23.89,23.89,26.9,25.2,25.92
6.79661,79.90081,2008,7,29,89.51,1.91,26.21,24.3,24.3,27.27,25.36,26.15
6.79661,79.90081,2008,7,30,89.56,1.74,26.15,24.16,24.16,26.95,25.22,26
6.79661,79.90081,2008,7,31,89.21,1.83,26.3,24.21,24.21,27.1,25.28,26.11
6.79661,79.90081,2008,8,1,88.39,1.98,26.42,24.22,24.22,27.32,25.34,26.28
6.79661,79.90081,2008,8,2,89.07,1.36,26.28,24.18,24.18,26.85,25.49,26.12
6.79661,79.90081,2008,8,3,90.4,1.51,26.41,24.46,24.46,26.97,25.46,26.14
6.79661,79.90081,2008,8,4,88.8,1.48,26.36,24.14,24.14,26.94,25.46,26.12
6.79661,79.90081,2008,8,5,86.69,1.95,26.46,23.87,23.87,27.39,25.44,26.25
6.79661,79.90081,2008,8,6,82.9,2.46,26.44,23.27,23.27,27.72,25.26,26.4
6.79661,79.90081,2008,8,7,86.16,1.94,26.32,23.86,23.86,27.46,25.52,26.35
6.79661,79.90081,2008,8,8,90.69,1.52,26.1,24.43,24.43,26.88,25.36,26.06
6.79661,79.90081,2008,8,9,84.43,2.07,26.3,23.64,23.64,27.68,25.61,26.49
6.79661,79.90081,2008,8,10,86.69,1.55,26.3,23.92,23.92,27.12,25.57,26.31
6.79661,79.90081,2008,8,11,87.34,2.08,26.69,24.3,24.3,27.6,25.53,26.56
6.79661,79.90081,2008,8,12,88.6,2.09,26.81,24.71,24.71,27.86,25.77,26.75
6.79661,79.90081,2008,8,13,86.3,1.81,26.63,24.11,24.1,27.61,25.81,26.57
6.79661,79.90081,2008,8,14,87.76,1.44,26.18,23.82,23.82,26.79,25.35,26.01
6.79661,79.90081,2008,8,15,87.39,1.62,26.3,23.66,23.66,26.85,25.23,25.91
6.79661,79.90081,2008,8,16,85.94,1.96,26.31,23.6,23.6,27.17,25.21,26.13
6.79661,79.90081,2008,8,17,86.07,1.8,26.39,23.68,23.68,27.2,25.4,26.18
6.79661,79.90081,2008,8,18,85.46,1.6,26.33,23.66,23.66,27.09,25.49,26.28
6.79661,79.90081,2008,8,19,85.61,1.98,26.7,24.02,24.02,27.69,25.71,26.61
6.79661,79.90081,2008,8,20,86.44,1.86,26.63,24.25,24.25,27.72,25.86,26.69
6.79661,79.90081,2008,8,21,86.95,1.4,26.64,24.13,24.13,27.36,25.96,26.47
6.79661,79.90081,2008,8,22,84.71,1.87,26.83,23.81,23.81,27.64,25.77,26.59
6.79661,79.90081,2008,8,23,84.55,1.75,26.9,23.88,23.88,27.72,25.98,26.69
6.79661,79.90081,2008,8,24,83.83,1.93,26.7,23.64,23.64,27.73,25.8,26.59
6.79661,79.90081,2008,8,25,85.65,1.4,26.33,23.51,23.51,26.82,25.42,26.09
6.79661,79.90081,2008,8,26,83.36,1.95,26.52,23.14,23.14,27.3,25.35,26.17
6.79661,79.90081,2008,8,27,84.86,1.92,26.48,23.55,23.55,27.28,25.36,26.29
6.79661,79.90081,2008,8,28,87.17,1.86,26.54,23.83,23.83,27.17,25.3,26.12
6.79661,79.90081,2008,8,29,88.03,1.99,26.58,23.58,23.58,26.86,24.87,25.7
6.79661,79.90081,2008,8,30,87.53,2.4,26.45,23.71,23.71,26.92,24.53,25.93
6.79661,79.90081,2008,8,31,85.05,1.63,26.7,23.9,23.9,27.56,25.93,26.6
6.79661,79.90081,2008,9,1,86.23,1.83,26.93,24.11,24.11,27.64,25.81,26.59
6.79661,79.90081,2008,9,2,83.39,2.34,27.04,23.8,23.8,28.16,25.82,26.84
6.79661,79.90081,2008,9,3,84.5,1.99,27.07,23.93,23.93,27.74,25.76,26.74
6.79661,79.90081,2008,9,4,86.47,1.35,26.81,24.05,24.05,27.22,25.87,26.48
6.79661,79.90081,2008,9,5,87.99,1.34,26.86,23.99,23.99,26.93,25.59,26.13
6.79661,79.90081,2008,9,6,87.63,1.38,26.85,24.19,24.19,27.13,25.75,26.4
6.79661,79.90081,2008,9,7,85.86,1.44,26.99,24.16,24.16,27.63,26.18,26.71
6.79661,79.90081,2008,9,8,84.21,1.83,26.74,23.73,23.73,27.66,25.82,26.6
6.79661,79.90081,2008,9,9,85.76,2.24,27.06,24.09,24.09,27.7,25.47,26.68
6.79661,79.90081,2008,9,10,88.04,2.03,27.26,24.89,24.89,27.96,25.93,27.03
6.79661,79.90081,2008,9,11,83.33,1.77,27.08,23.88,23.88,27.92,26.15,26.94
6.79661,79.90081,2008,9,12,85.98,1.71,27.01,24.15,24.15,27.65,25.94,26.68
6.79661,79.90081,2008,9,13,87.59,1.63,27.18,24.67,24.66,27.83,26.2,26.89
6.79661,79.90081,2008,9,14,86.44,1.83,27.3,24.31,24.31,27.71,25.88,26.75
6.79661,79.90081,2008,9,15,86.43,2.01,27.24,24.23,24.23,27.73,25.73,26.67
6.79661,79.90081,2008,9,16,85.48,1.77,27.21,24.14,24.14,27.84,26.07,26.77
6.79661,79.90081,2008,9,17,85.46,2.48,27.45,24.24,24.24,28.23,25.75,26.87
6.79661,79.90081,2008,9,18,83.12,2.63,27.54,23.96,23.96,28.61,25.98,27.06
6.79661,79.90081,2008,9,19,81.17,2.87,27.33,23.42,23.41,28.56,25.68,26.91
6.79661,79.90081,2008,9,20,80.43,2.39,27.14,23.28,23.28,28.25,25.86,26.92
6.79661,79.90081,2008,9,21,82.67,2.39,27.5,23.75,23.75,28.26,25.88,26.94
6.79661,79.90081,2008,9,22,83.06,1.94,27.13,23.67,23.67,27.76,25.82,26.78
6.79661,79.90081,2008,9,23,80.64,2.5,27.58,23.51,23.51,28.51,26.01,27.12
6.79661,79.90081,2008,9,24,79.96,2.84,27.67,23.52,23.52,28.89,26.05,27.27
6.79661,79.90081,2008,9,25,83.47,2.29,27.72,24.01,24.01,28.3,26.01,27.04
6.79661,79.90081,2008,9,26,86.35,1.71,27.39,24.41,24.41,27.79,26.08,26.87
6.79661,79.90081,2008,9,27,85.62,1.7,27.51,24.47,24.47,28.06,26.37,27.08
6.79661,79.90081,2008,9,28,82.76,2.13,27.72,23.9,23.89,28.31,26.17,27.07
6.79661,79.90081,2008,9,29,80.74,2.57,27.74,23.43,23.43,28.51,25.94,27.01
6.79661,79.90081,2008,9,30,80.52,3,27.79,23.38,23.38,28.67,25.67,27.02
6.79661,79.90081,2008,10,1,78.97,3.25,27.75,23.22,23.22,28.95,25.7,27.18
6.79661,79.90081,2008,10,2,78.4,2.87,27.77,23.25,23.25,28.9,26.03,27.33
6.79661,79.90081,2008,10,3,81.11,2.7,27.78,23.5,23.5,28.41,25.7,27.01
6.79661,79.90081,2008,10,4,78.34,2.83,28.01,23.12,23.12,28.79,25.96,27.2
6.79661,79.90081,2008,10,5,77.22,2.34,28.02,23,23,28.7,26.35,27.33
6.79661,79.90081,2008,10,6,79.82,2.31,28.12,23.57,23.57,28.64,26.33,27.35
6.79661,79.90081,2008,10,7,80.28,2.4,27.81,23.42,23.42,28.47,26.07,27.1
6.79661,79.90081,2008,10,8,82.79,2.22,27.83,23.59,23.59,27.91,25.7,26.75
6.79661,79.90081,2008,10,9,82.48,2.26,27.8,23.49,23.49,27.82,25.56,26.71
6.79661,79.90081,2008,10,10,79.71,2.81,28.12,23.49,23.49,28.75,25.94,27.29
6.79661,79.90081,2008,10,11,82.13,2.3,28.06,23.67,23.67,28.22,25.91,26.97
6.79661,79.90081,2008,10,12,84.98,2.71,28.04,23.79,23.79,28.14,25.42,26.52
6.79661,79.90081,2008,10,13,83.42,3.07,28.27,24.06,24.06,28.76,25.69,27.11
6.79661,79.90081,2008,10,14,83.94,2.94,28.24,24.35,24.35,28.9,25.96,27.3
6.79661,79.90081,2008,10,15,85.28,2.37,28.1,24.37,24.37,28.38,26.01,27.04
6.79661,79.90081,2008,10,16,86.02,2.42,28.18,24.23,24.23,28.14,25.72,26.75
6.79661,79.90081,2008,10,17,83.98,2.32,28.4,24.03,24.03,28.23,25.9,26.95
6.79661,79.90081,2008,10,18,85.92,2.07,28.3,24.24,24.24,27.91,25.84,26.78
6.79661,79.90081,2008,10,19,85.74,2.65,28.33,24.35,24.35,28.23,25.59,26.94
6.79661,79.90081,2008,10,20,86.89,1.65,27.86,24.4,24.4,27.6,25.94,26.77
6.79661,79.90081,2008,10,21,84.5,1.78,27.68,24.23,24.24,28.08,26.3,27.06
6.79661,79.90081,2008,10,22,84.37,1.57,27.54,24.38,24.38,28.16,26.59,27.24
6.79661,79.90081,2008,10,23,84.16,1.75,27.7,24.69,24.69,28.57,26.82,27.59
6.79661,79.90081,2008,10,24,83.29,1.27,27.53,24.43,24.43,28.26,26.99,27.51
6.79661,79.90081,2008,10,25,81.82,1.7,27.61,24.15,24.15,28.57,26.87,27.53
6.79661,79.90081,2008,10,26,85.37,1.24,27.47,24.73,24.73,28.12,26.88,27.39
6.79661,79.90081,2008,10,27,83.78,1.57,27.43,24.32,24.32,28.12,26.55,27.3
6.79661,79.90081,2008,10,28,80.08,2.35,27.59,23.41,23.41,28.52,26.18,27.14
6.79661,79.90081,2008,10,29,76.94,2.91,27.66,22.59,22.59,28.59,25.68,26.97
6.79661,79.90081,2008,10,30,70.42,3.74,27.38,21.25,21.25,28.96,25.22,27.09
6.79661,79.90081,2008,10,31,68.11,3.73,26.96,20.46,20.46,28.71,24.98,26.85
6.79661,79.90081,2008,11,1,68.03,3.78,26.86,20.26,20.26,28.6,24.82,26.67
6.79661,79.90081,2008,11,2,70.38,4.01,27.08,20.75,20.75,28.56,24.55,26.59
6.79661,79.90081,2008,11,3,73.17,3.64,27.36,21.49,21.49,28.57,24.93,26.7
6.79661,79.90081,2008,11,4,68.26,4.29,27.41,20.84,20.84,29.41,25.12,27.19
6.79661,79.90081,2008,11,5,70.45,3.74,27.25,21.17,21.16,28.95,25.22,27
6.79661,79.90081,2008,11,6,71.92,3.63,27.69,21.57,21.57,28.8,25.16,27.07
6.79661,79.90081,2008,11,7,76.16,3.08,28.04,22.77,22.77,28.94,25.85,27.34
6.79661,79.90081,2008,11,8,79.76,3.44,28.14,23.84,23.84,29.44,26.01,27.65
6.79661,79.90081,2008,11,9,80.89,3.86,28.13,24.08,24.08,29.49,25.63,27.67
6.79661,79.90081,2008,11,10,84.32,2.57,27.9,24.49,24.49,28.52,25.95,27.38
6.79661,79.90081,2008,11,11,83.35,2.29,27.77,23.92,23.92,28.32,26.03,26.99
6.79661,79.90081,2008,11,12,84.27,1.53,27.38,23.78,23.78,27.61,26.08,26.65
6.79661,79.90081,2008,11,13,82.78,2.24,27.62,23.52,23.52,27.95,25.7,26.68
6.79661,79.90081,2008,11,14,80.22,2.02,27.72,23.05,23.05,27.99,25.97,26.74
6.79661,79.90081,2008,11,15,82.38,2.21,27.86,23.47,23.47,27.84,25.64,26.72
6.79661,79.90081,2008,11,16,78.5,2.41,27.86,22.92,22.92,28.21,25.8,26.97
6.79661,79.90081,2008,11,17,77.76,2.74,27.89,23.02,23.02,28.67,25.93,27.23
6.79661,79.90081,2008,11,18,79.14,3.74,28.27,23.51,23.51,29.43,25.69,27.45
6.79661,79.90081,2008,11,19,84.29,2.74,27.85,24.37,24.37,28.6,25.86,27.25
6.79661,79.90081,2008,11,20,83.72,2.98,27.97,24.07,24.07,28.86,25.88,27.06
6.79661,79.90081,2008,11,21,82.18,3.11,27.54,23.37,23.37,28.48,25.37,26.66
6.79661,79.90081,2008,11,22,85.53,2.51,27.41,23.55,23.55,27.53,25.03,26.17
6.79661,79.90081,2008,11,23,89.92,1.68,27.31,24.57,24.57,27.18,25.51,26.34
6.79661,79.90081,2008,11,24,87.1,1.56,27.27,24.11,24.11,27.38,25.82,26.42
6.79661,79.90081,2008,11,25,86.98,1.76,27.08,24.21,24.21,27.46,25.7,26.55
6.79661,79.90081,2008,11,26,85.19,1.29,27.02,24.13,24.13,27.57,26.28,26.81
6.79661,79.90081,2008,11,27,84.86,2.02,27.32,24.39,24.39,28.34,26.32,27.14
6.79661,79.90081,2008,11,28,86.02,1.62,27.21,24.46,24.46,27.98,26.36,26.99
6.79661,79.90081,2008,11,29,91.25,1.09,26.81,24.78,24.78,26.93,25.83,26.32
6.79661,79.90081,2008,11,30,86.1,2.11,27.67,24.25,24.25,28,25.88,26.76
6.79661,79.90081,2008,12,1,87.11,1.73,27.22,24.01,24.01,27.08,25.35,26.31
6.79661,79.90081,2008,12,2,77.7,3.29,27.42,22.44,22.44,28.34,25.05,26.66
6.79661,79.90081,2008,12,3,79.39,3.37,27.18,22.38,22.38,27.73,24.37,26.22
6.79661,79.90081,2008,12,4,82.9,2.78,27.12,23.22,23.22,27.74,24.96,26.35
6.79661,79.90081,2008,12,5,84.4,2.5,27.09,23.53,23.53,27.56,25.06,26.37
6.79661,79.90081,2008,12,6,84.02,3.38,27.08,23.53,23.53,28.3,24.92,26.45
6.79661,79.90081,2008,12,7,89.07,1.45,26.81,24.24,24.24,26.78,25.33,26.19
6.79661,79.90081,2008,12,8,88.16,2.23,27.53,25.21,25.21,28.48,26.25,27.33
6.79661,79.90081,2008,12,9,88.94,1.63,27.14,24.25,24.25,27.08,25.45,26.22
6.79661,79.90081,2008,12,10,84.5,2.11,27.34,23.7,23.7,27.7,25.59,26.51
6.79661,79.90081,2008,12,11,84.29,2.94,27.31,23.95,23.95,28.4,25.45,26.82
6.79661,79.90081,2008,12,12,81.62,3.47,27.05,22.69,22.69,27.69,24.22,26.08
6.79661,79.90081,2008,12,13,80.17,2.93,26.93,22.39,22.39,27.56,24.63,26.09
6.79661,79.90081,2008,12,14,81.22,3.8,27.15,22.97,22.97,28.34,24.54,26.47
6.79661,79.90081,2008,12,15,81.17,4,27.25,23,23,28.63,24.63,26.51
6.79661,79.90081,2008,12,16,85.46,2.8,27.02,23.59,23.59,27.73,24.92,26.23
